business_name,phone,website,cta_url,address,rating,reviews,has_website,maps_url,email,instagram
Pearl Dental Clinic - Business Bay,,https://www.pearldentalclinics.com/,https://www.pearldentalclinics.com/,,4.9,159,yes,https://www.google.com/maps/place/Pearl+Dental+Clinic+-+Business+Bay/data=!4m7!3m6!1s0x3e5f69d03e72d437:0x3b9a802f6e7564ca!8m2!3d25.1836987!4d55.2610056!16s%2Fg%2F1q5gm1dkk!19sChIJN9RyPtBpXz4RymR1bi-Amjs?authuser=0&hl=en&rclk=1,,
"Crossroads Dental Clinic - Sheikh Zayed Road, Dubai",,https://crossroadsdentalclinic.com/,https://crossroadsdentalclinic.com/,,4.9,"1,091",yes,"https://www.google.com/maps/place/Crossroads+Dental+Clinic+-+Sheikh+Zayed+Road,+Dubai/data=!4m7!3m6!1s0x3e5f428d283617ed:0x2c5c00afb98943b0!8m2!3d25.2176326!4d55.2786!16s%2Fg%2F11cnd7v52b!19sChIJ7Rc2KI1CXz4RsEOJua8AXCw?authuser=0&hl=en&rclk=1",,
